Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,06.04.015,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Order ID - Vendor,Order_ID_Vendor,Reconciliation - New Deposit Upload,,Yes,Yes,,,General,H36,General,,,
,06.04.016,Reconciliation-6-4-Step 2 - Deposit Line Items Section - Step2 (Middle),Distributor Name,Distributor_Name,Reconciliation - New Deposit Upload,,Yes,Yes,,,Pulled from Revenue Schedule,Telarus,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,06.05.000,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Line Item,Line_Item,Reconciliation - New Deposit Upload,Autogenerated upon upload,Yes,,,,Number,1,Numerical,,,
,06.05.001,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Match Confidence,Match_Confidence,Reconciliation - New Deposit Upload,% of confidence that this is the correct schedule,Yes,,,,Formula,85%,X.XX%,,,
,06.05.002,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Vendor Name,Vendor_Name,Reconciliation - New Deposit Upload,,Yes,,,,Type Ahead Lookup,Lingo,Proper Text Format,,,
,06.05.003,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Legal Name,Legal_Name,Reconciliation - New Deposit Upload,,Yes,,,,Text,Ford,Proper Text Format,,,
,06.05.004,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Product Name - Vendor,Product_Name_Vendor,Reconciliation - New Deposit Upload,User Entered Data.,Yes,,,,Text,UCaaS 1 Seat,Proper Text Format,,,
,06.05.005,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Revenue Schedule Date,Revenue_Schedule_Date,Reconciliation - New Deposit Upload,,Yes,,,,Date,2025-05-02,YYYY-MM-DD,,,
,06.05.006,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Revenue Schedule Name,Revenue_Schedule_Name,Reconciliation - New Deposit Upload,,Yes,,,,Text,RS-100004,General,,,
,06.05.007,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Quantity,Quantity,Reconciliation - New Deposit Upload,,Yes,,,,"Number, no decimals",6,Numerical,,,
,06.05.008,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Price Each,Price_Each,Reconciliation - New Deposit Upload,,Yes,,,,Currency,$20.00 ,"$X.XX, Neg ()",,,
,06.05.009,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Usage Gross,Expected_Usage_Gross,Reconciliation - New Deposit Upload,Quantity * Price Each,Yes,Yes,,,Formula,$100.00 ,"$X.XX, Neg ()",,,
,06.05.010,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Usage Adjustment,Expected_Usage_Adjustment,Reconciliation - New Deposit Upload,,,Yes,,,Currency,-,"$X.XX, Neg ()",,,
,06.05.011,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Usage Net,Expected_Usage_Net,Reconciliation - New Deposit Upload,(Expected Usage Gross) + (Adjustment),Yes,Yes,,,Formula,$19.00 ,"$X.XX, Neg ()",,,
,06.05.012,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Actual Usage,Actual_Usage,Reconciliation - New Deposit Upload,From matching a deposit line item.,Yes,,,,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.05.013,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Usage Balance,Usage_Balance,Reconciliation - New Deposit Upload,Expected Usage Net - Actual Usage,Yes,,,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,06.05.014,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Payment Date,Payment_Date,Reconciliation - New Deposit Upload,,Yes,,,,Date,2025-05-01,YYYY-MM-DD,,,
,06.05.015,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Commission Gross,Expected_Commission_Gross,Reconciliation - New Deposit Upload,Expected Usage Net * Expected Commission Rate %,Yes,,,,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.05.016,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Commission Adjustment,Expected_Commission_Adjustment,Reconciliation - New Deposit Upload,User edited amount,,,,,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.05.017,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Commission Net,Expected_Commission_Net,Reconciliation - New Deposit Upload,,Yes,,,Can it be automated,Currency,$11.00 ,"$X.XX, Neg ()",,,
,06.05.018,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Actual Commission,Actual_Commission,Reconciliation - New Deposit Upload,Entered with Deposit line item when matched,Yes,,,From a Deposit Line Item that has been matched,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.05.019,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Commission Difference,Commission_Difference,Reconciliation - New Deposit Upload,,Yes,,,Expected Commission Net less Actual Commissions from Deposit,Formula,($10.00),"$X.XX, Neg ()",,,
,06.05.020,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Expected Commission Rate %,Expected_Commission_Rate_%,Reconciliation - New Deposit Upload,,Yes,,,,Percentage,10.00%,X.XX%,,,
,06.05.021,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Actual Commission Rate %,Actual_Commission_Rate_%,Reconciliation - New Deposit Upload,(Actual Commission) / (Actual Usage),Yes,,,From a Deposit Line Item that has been matched,Formula,10.00%,X.XX%,,,
,06.05.022,Reconciliation-6-5-Step 2-Revenue Schedule Suggested  (Bottom),Commission Rate Difference,Commission_Rate_Difference,Reconciliation - New Deposit Upload,Expected Comm Rate % less Actual Commission Rate %,Yes,,Yes,,Formula,0.00%,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,06.06.000,Reconciliation-6-6-Create a Flex Product Popup Page,Expected Commission Net,Expected_Commission_Net,From Revenue Schedule,,,Yes,Yes,Can it be automated,Currency,$12.00 ,"$X.XX, Neg ()",,,
,06.06.001,Reconciliation-6-6-Create a Flex Product Popup Page,Expected Commission Rate %,Expected_Commission_Rate_%,From Revenue Schedule,"Defaults to 100% if no usage is on deposit line item, usage = commission in that instance",,Yes,Yes,Can this be automated?,Currency,100.00%,X.XX%,,,
,06.06.002,Reconciliation-6-6-Create a Flex Product Popup Page,Expected Usage Net,Expected_Usage_Net,From Revenue Schedule,From overage of deposit line item post-match to a revenue schedule,,Yes,Yes,Can this be automated?,Currency,$100.00 ,"$X.XX, Neg ()",,,
,06.06.003,Reconciliation-6-6-Create a Flex Product Popup Page,Price Each,Price_Each,"Overage Usage Amount.  If none, use Commission Amount and change Rate % to 100.00%",,,Yes,Yes,Can this be automated?,Currency,$100.00 ,"$X.XX, Neg ()",,,
,06.06.004,Reconciliation-6-6-Create a Flex Product Popup Page,Product Name - Vendor,Product_Name_Vendor,"Use ""Flex Product"" as name",,,Yes,Yes,Can this be automated?,Text,UCaaS 1 Seat,Proper Text Format,,,
,06.06.005,Reconciliation-6-6-Create a Flex Product Popup Page,Quantity,Quantity,"Quanitty of Flex Product is always ""1""","Defaults to ""1""",,Yes,Yes,Can this be automated?,Numerical,7,Numerical,,,
,06.06.006,Reconciliation-6-6-Create a Flex Product Popup Page,Revenue Schedule Date,Revenue_Schedule_Date,"System will auto suggest the first of the previous month, but user can override",,,Yes,Yes,Can this be automated?,Date,2025-05-03,YYYY-MM-DD,,,
,06.06.007,Reconciliation-6-6-Create a Flex Product Popup Page,Revenue Schedule Name,Revenue_Schedule_Name,Defaults to autogenerated,Autogenerated,,Yes,Yes,Can this be automated?,Text,RS-100005,General,,,
,,,,,,,,,,,,,,,,
,07.00.000,Groups-7-0-Main Page - List of Groups,Active (Y/N),Active_(Y/N),Groups - Report,"Defaults to ""Yes""",,Yes,,"Yes, No",Toggle,Yes,Proper Text Format,,,
,07.00.001,Groups-7-0-Main Page - List of Groups,Group Name,Group_Name,Groups - Report,,,Yes,,,Text,Customers North Amer,Proper Text Format,,,
,07.00.002,Groups-7-0-Main Page - List of Groups,Group Description,Group_Description,Groups - Report,,,Yes,,,Text Long,clients who work in Georgia,Proper Text Format,,,
,07.00.003,Groups-7-0-Main Page - List of Groups,Group Owner,Group_Owner,Groups - Report,,,Yes,,,Drop Down with Options,Rob Hosef,Proper Text Format,,,
,07.00.004,Groups-7-0-Main Page - List of Groups,Public/Private,Public_Private,Groups - Report,,,Yes,Yes,"Private, Public",Drop Down with Options,Private (Default),Proper Text Format,,,
,,,,,,,,,,,,,,,,
,07.01.000,Groups-7-1-Detail Page,Group Type,Group_Type,Contacts - 2-8-Main Page - Create New Groups Popup,,,Yes,Yes,Account Group or Contact Group,Drop Down with Options,Customers,Proper Text Format,,,
,07.01.001,Groups-7-1-Detail Page,Active (Y/N),Active_(Y/N),Contacts - 2-8-Main Page - Create New Groups Popup,"Toggle defaults ""Yes"", Toggle for ""No""",,Yes,Yes,"Default ""Yes""",Toggle,Yes,Proper Text Format,,,
,07.01.002,Groups-7-1-Detail Page,Group Name,Group_Name,Contacts - 2-8-Main Page - Create New Groups Popup,,,Yes,Yes,,Text,Customers North Amer,Proper Text Format,,,
,07.01.003,Groups-7-1-Detail Page,Group Description,Group_Description,Contacts - 2-8-Main Page - Create New Groups Popup,,,Yes,Yes,,Text Long,clients who work in Georgia,Proper Text Format,,,
,07.01.004,Groups-7-1-Detail Page,Group Owner,Group_Owner,Contacts - 2-8-Main Page - Create New Groups Popup,,,Yes,Yes,"Look up contact with ""House"" Account Type, A-Z",Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,07.01.005,Groups-7-1-Detail Page,Public/Private,Public_Private,Contacts - 2-8-Main Page - Create New Groups Popup,,,"Defaults to ""Private""",Yes,"Private, Public",Drop Down with Options,Private (Default),Proper Text Format,,,
,,,,,,,,,,,,,,,,
,07.02.000,Groups - 07-02-New Group Popup,Public/Private,Public_Private,,,,,Yes,"Yes, No",Drop Down with Options,Yes,Proper Text Format,,,
,07.02.001,Groups - 07-02-New Group Popup,Group Name,Group_Name,,,,,Yes,,Text,Customers North Amer,Proper Text Format,,,
,07.02.002,Groups - 07-02-New Group Popup,Group Owner,Group_Owner,,,,,Yes,"Look up contact with ""House"" Account Type, A-Z",Lookup,Rob Hosef,Proper Text Format,,,
,07.02.003,Groups - 07-02-New Group Popup,Group Description,Group_Description,,,,,Yes,,Text Long,clients who work in Georgia,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,08.00.000,Reports-8-1-Main Page-List of Reports,Created By,Created_By,Report List,,,"Defaults to ""Current User""",,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,08.00.001,Reports-8-1-Main Page-List of Reports,Last Activity Date,Last_Activity_Date,Report List,,,,,,,2025-05-20,YYYY-MM-DD,,,
,08.00.002,Reports-8-1-Main Page-List of Reports,Number of Records,Number_of_Records,Report List,,,,,,,1,Numerical,,,
,08.00.003,Reports-8-1-Main Page-List of Reports,Report Description,Report_Description,Report List,,,,Yes,,Long Text,This is a sescription note,Long Text,,,
,08.00.004,Reports-8-1-Main Page-List of Reports,Report Name,Report_Name,Report List,,,,,,Long Text,This is a sescription note,Long Text,,,
,,,,,,,,,,,,,,,,
,08.02.000,Reports-8-2-Report Detail Page,NONE,NONE,Use Specific Report Columns set by user in Report Builder,,,Yes,Total All,,Placeholder,X,Text Long,,,
,,,,,,,,,,,,,,,,
,08.03.000,Reports-8-3-Create New Report Page,NONE,NONE,Use Report Builder,,,,,,Placeholder,X,Text Long,,,
,,,,,,,,,,,,,,,,
,06.07.000,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Deposit Name,Deposit_Name,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Text,2025-04-01-Telarus:_Lingo,Proper Text Format,,,
,06.07.001,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Payment Date,Payment_Date,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Date,2025-04-29,YYYY-MM-DD,,,
,06.07.002,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Created By,Created_By,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,06.07.003,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Payment Type,Payment_Type,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,From a Deposit Line Item that has been matched,Text,Bank Transfer,Proper Text Format,,,
,06.07.004,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Total Usage All,Total_Usage_All,Reconciliation - New Deposit Upload Summary,Sum of all Deposit Line item Usage,Yes,Yes,REPORT?,,Formula,"$10,700.00 ","$X.XX, Neg ()",,,
,06.07.005,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Usage Allocated,Usage_Allocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,06.07.006,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Usage Unallocated,Usage_Unallocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Formula,"$10,700.00 ","$X.XX, Neg ()",,,
,06.07.007,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Total Commission All,Total_Commission_All,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,From a Deposit Line Item that has been matched,Formula,"$1,070.00 ","$X.XX, Neg ()",,,
,06.07.008,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Commission Allocated,Commission_Allocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,Amount inserted from Deposit,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.07.009,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Commission Unallocated,Commission_Unallocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Formula,"$1,070.00 ","$X.XX, Neg ()",,,
,06.07.010,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Deposit Items Reconciled/Unreconciled,Deposit_Items_Reconciled/Unreconciled,Reconciliation - New Deposit Upload Summary,"Count of Total Line Items and Count of Line Items with Status ""Reconciled""",Yes,Yes,REPORT?,I do not see this on the designed page?,Numerical, 10 / 1,Numerical,,,
,06.07.011,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (TOP),Deposit Status,Deposit_Status,Reconciliation - New Deposit Upload Summary,Formula,Yes,Yes,REPORT?,"If Deposit Usage and Commissions Difference at 100% allocated, Status is ""Reconciled"", if not ""Unreconciled""",Text,Unreconciled,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,06.07.012,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Line Item,Line_Item,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,Autogenerated upon upload,Number,1,Numerical,,,
,06.07.013,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Deposit Status,Deposit_Status,Reconciliation - New Deposit Upload Summary,Formula,Yes,Yes,REPORT?,"If Deposit Usage and Commissions Difference at 100% allocated, Status is ""Reconciled"", if not ""Unreconciled""",Text,Unreconciled,Proper Text Format,,,
,06.07.014,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Payment Date,Payment_Date,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Date,2025-04-30,YYYY-MM-DD,,,
,06.07.015,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Account Name,Account_Name,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,From Opportunity,Text,Algave LLC,Proper Text Format,,,
,06.07.016,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Vendor Name,Vendor_Name,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Pulled from Revenue Schedule,Lingo,Proper Text Format,,,
,06.07.017,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Product Name - Vendor,Product_Name_Vendor,Reconciliation - New Deposit Upload Summary,User Entered Data.,Yes,Yes,REPORT?,,Text,UCaaS 1 Seat,Proper Text Format,,,
,06.07.018,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Revenue Schedule Date,Revenue Schedule Date,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,Date,Revenue_Schedule_Date,,2025-05-02,,,
,06.07.019,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Revenue Schedule Name,Revenue Schedule Name,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,Text,Revenue_Schedule_Name,,RS-100004,,,
,06.07.020,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Usage,Usage,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Currency,$600.00 ,"$X.XX, Neg ()",,,
,06.07.021,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Usage Allocated,Usage_Allocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,06.07.022,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Usage Unallocated,Usage_Unallocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Formula,$600.00 ,"$X.XX, Neg ()",,,
,06.07.023,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Actual Commission Rate %,Actual_Commission_Rate_%,Reconciliation - New Deposit Upload Summary,(Actual Commission) / (Actual Usage),Yes,Yes,REPORT?,From a Deposit Line Item that has been matched,Formula,10.00%,X.XX%,,,
,06.07.024,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Actual Commission,Actual_Commission,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,From a Deposit Line Item that has been matched,Currency,$60.00 ,"$X.XX, Neg ()",,,
,06.07.025,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Commission Allocated,Commission_Allocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,Amount inserted from Deposit,Currency,$0.00 ,"$X.XX, Neg ()",,,
,06.07.026,Reports-8-4-Sample Report-Individual Deposit Detail Page - Summary (BOTTOM),Commission Unallocated,Commission_Unallocated,Reconciliation - New Deposit Upload Summary,,Yes,Yes,REPORT?,,Formula,$60.00 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,09.01.000,Tickets-9-1-Main Page-List of Tickets,Distributor Name,Distributor_Name,Ticket Report,,,,,,Pulled from Revenue Schedule,Telarus,Proper Text Format,,,
,09.01.001,Tickets-9-1-Main Page-List of Tickets,Vendor Name,Vendor_Name,Ticket Report,,,,,,Pulled from Revenue Schedule,Lingo,Proper Text Format,,,
,09.01.002,Tickets-9-1-Main Page-List of Tickets,Issue,Issue,Ticket Report,,,,,,Text Long,None (Default),Text Long,,,
,09.01.003,Tickets-9-1-Main Page-List of Tickets,Revenue Schedule Name,Revenue_Schedule_Name,Ticket Report,,,,,,From Opportunity,RS-100006,General,,,
,09.01.004,Tickets-9-1-Main Page-List of Tickets,Opportunity Name,Opportunity_Name,Ticket Report,,,,,Pulled from Revenue Schedule,Text,Ford-Telarus-Lingo-CCaaS-1Seat,Proper Text Format,,,
,09.01.005,Tickets-9-1-Main Page-List of Tickets,Product Name - Vendor,Product_Name_Vendor,Ticket Report,"User Entered Data,_may_or_may_not_be_related_to_""Product_Name_-_House"".",,,Yes,,Pulled from Revenue Schedule,UCaaS 1 Seat,Proper Text Format,,,
,09.01.006,Tickets-9-1-Main Page-List of Tickets,Account ID - Vendor,Account_ID_Vendor,Ticket Report,,,Yes,,From a Deposit Line Item that has been matched,General,AI40,General,,,
,09.01.007,Tickets-9-1-Main Page-List of Tickets,Customer ID - Vendor,Customer_ID_Vendor,Ticket Report,,,,,,Pulled from Revenue Schedule,1111,General,,,
,09.01.008,Tickets-9-1-Main Page-List of Tickets,Description,Description,Ticket Report,,,,,Proper,Text,These guys are developers,Text Long,,,
,09.01.009,Tickets-9-1-Main Page-List of Tickets,Opportunity ID,Opportunity_ID,Ticket Report,,,,Yes,,Numerical,B1117,Numerical,,,
,09.01.010,Tickets-9-1-Main Page-List of Tickets,Order ID - Vendor,Order_ID_Vendor,Ticket Report,,,,,,Pulled from Revenue Schedule,H40,General,,,
,09.01.011,Tickets-9-1-Main Page-List of Tickets,Ticket Number,Ticket_Number,Ticket Report,AutoGenerated,,,,,Numerical,B1115,General,,,
,,,,,,,,,,,,,,,,
,10.01.000,Activities - 10-1-0-Main Page - List of All Activities,Account Name,Account_Name,Report of Activities,,,Yes,,From Account Record,Text,Algave LLC,Proper Text Format,,,
,10.01.001,Activities - 10-1-0-Main Page - List of All Activities,Activity Status,Activity_Status,Report of Activities,"Open, Completed",,Yes,,Reference Lookup from Opportunity Activities,Drop Down with Options,Call,Proper Text Format,,,
,10.01.002,Activities - 10-1-0-Main Page - List of All Activities,Assigned To,Assigned_To,Report of Activities,,,Yes,,Reference Lookup from Opportunity Activities,Drop Down with Options,Rob Hosef,Proper Text Format,,,
,10.01.003,Activities - 10-1-0-Main Page - List of All Activities,Activity Date,Activity_Date,Report of Activities,,,Yes,,Reference Lookup from Opportunity Activities,Date,2025-04-26,YYYY-MM-DD,,,
,10.01.004,Activities - 10-1-0-Main Page - List of All Activities,Notes,Notes,Report of Activities,,,Yes,,Reference Lookup from Opportunity Activities,Text - Long,This is notes,Text Long,,,
,10.01.005,Activities - 10-1-0-Main Page - List of All Activities,Subject,Subject,Report of Activities,,,Yes,,Reference Lookup from Opportunity Activities,Text,X,x,,,
,,,,,,,,,,,,,,,,
,10.02.000,Activities -10-2-Create New Activity Page,Account Name,Account_Name,Please update this layout,,,Yes,Yes,From Account Record,Text,Algave LLC,Proper Text Format,,,
,10.02.001,Activities -10-2-Create New Activity Page,Activity Status,Activity_Status,Please update this layout,Always sort options A-Z,,,Yes,"""Open"" or ""Completed""",Drop Down with Options,Call,Proper Text Format,,,
,10.02.002,Activities -10-2-Create New Activity Page,Activity Type,Activity_Type,Please update this layout,Always sort options A-Z,,,Yes,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,10.02.003,Activities -10-2-Create New Activity Page,Assigned To,Assigned_To,Please update this layout,,,,Yes,"Choose from any contact with ""house rep"" as contact type",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,10.02.004,Activities -10-2-Create New Activity Page,Activity Date,Activity_Date,Please update this layout,,,Defaults to Today's Date,Yes,,Date,2025-04-27,YYYY-MM-DD,,,
,10.02.005,Activities -10-2-Create New Activity Page,Notes,Notes,Please update this layout,,,,Yes,,Text - Long,This is notes,Text Long,,,
,10.02.006,Activities -10-2-Create New Activity Page,Subject,Subject,Please update this layout,,,,Yes,,Text,x,x,,,
,,,,,,,,,,,,,,,,
,11.000,Admin-11-0-0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,12.000,Settings-12-00-00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,13.000,SaaS Mgt-13-00-00,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
